Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP DNS Lookup (ms),0.66,0.00,3.54,13.26,0.00,0.00,0.00,0.00,0.00,0.00,3.22,3.45,3.52,1.33
HTTP Duration (excl. conn) (ms),2351.76,2326.85,2362.91,47035.15,2326.97,2327.47,2329.32,2350.52,2356.12,2360.98,2361.63,2362.51,2362.83,11.76
HTTP Receiving (ms),1874.07,1708.92,2166.37,37481.41,1708.95,1709.07,1719.85,1722.85,1797.91,2043.30,2155.48,2161.58,2165.41,179.21
HTTP Sending (ms),1.52,0.37,6.20,30.35,0.37,0.37,0.39,0.40,0.47,0.66,5.55,5.75,6.11,2.10
HTTP Total Time (ms),2353.37,2326.85,2369.82,47067.37,2326.97,2327.47,2329.32,2354.02,2356.42,2361.68,2363.54,2369.19,2369.70,12.82
HTTP Waiting (TTFB) (ms),476.17,181.62,647.47,9523.39,183.92,193.11,195.90,287.63,542.00,632.13,640.26,642.01,646.38,181.49
Input Sequence Length (tokens),4099.85,4099.00,4100.00,81997.00,4099.00,4099.00,4099.00,4100.00,4100.00,4100.00,4100.00,4100.00,4100.00,0.36
Inter Chunk Latency (ms),7.41,0.34,294.27,37480.80,1.36,6.14,6.45,6.63,6.78,6.93,7.16,7.65,13.55,11.72
Inter Token Latency (ms),7.38,6.70,8.56,147.52,6.70,6.70,6.75,6.78,7.11,8.01,8.45,8.48,8.55,0.69
OSL Mismatch Diff % (%),-0.37,-1.56,0.00,-7.42,-1.56,-1.56,-1.21,-0.78,0.00,0.00,0.00,0.00,0.00,0.56
Output Sequence Length (tokens),255.05,252.00,256.00,5101.00,252.00,252.00,252.90,254.00,256.00,256.00,256.00,256.00,256.00,1.43
Output Token Count (tokens),255.05,252.00,256.00,5101.00,252.00,252.00,252.90,254.00,256.00,256.00,256.00,256.00,256.00,1.43
Output Token Throughput Per User (tokens/sec/user),136.72,116.79,149.22,2734.48,117.01,117.92,118.30,124.88,140.79,147.55,148.14,149.20,149.22,12.19
Prefill Throughput Per User (tokens/sec/user),10786.28,6326.11,22462.29,215725.63,6336.74,6379.23,6397.90,6418.24,7610.01,14549.82,20861.93,21168.53,22203.54,5983.91
Request Latency (ms),2352.01,2327.09,2363.10,47040.27,2327.21,2327.71,2329.55,2350.78,2356.31,2361.43,2361.81,2362.69,2363.01,11.77
Time to First Output Token (ms),477.97,182.53,648.11,9559.48,184.77,193.72,196.49,289.83,544.54,638.69,640.84,642.71,647.03,181.60
Time to First Token (ms),477.97,182.53,648.11,9559.48,184.77,193.72,196.49,289.83,544.54,638.69,640.84,642.71,647.03,181.60
Time to Second Token (ms),112.22,0.98,294.27,2244.45,0.98,0.99,1.01,1.44,73.85,198.40,290.16,290.99,293.61,119.47
Tokens In Flight (tokens),16699.90,0.00,17417.95,,,,,,16717.46,,17273.14,17342.50,17398.88,890.21

Metric,Value
Benchmark Duration (sec),11.80
Input Token Throughput (tokens/sec),6941.42
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),431.82
Request Count,20.00
Request Throughput (requests/sec),1.69
Total Input Sequence Length (tokens),81997.00
Total Output Sequence Length (tokens),5101.00
Total Output Tokens (tokens),5101.00
Total Token Throughput (tokens/sec),7373.25
