Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Request Latency (ms),1689.46,1584.48,1700.06,33789.15,1601.92,1671.68,1688.37,1690.69,1699.11,1699.44,1699.91,1699.99,1700.05,24.82
Time to First Output Token (ms),556.52,156.61,753.90,11130.43,200.79,377.52,389.51,390.33,653.47,654.14,753.08,753.53,753.82,170.96
Time to First Token (ms),556.52,156.61,753.90,11130.43,200.79,377.52,389.51,390.33,653.47,654.14,753.08,753.53,753.82,170.96
Time to Second Token (ms),144.90,3.52,264.70,2897.91,3.55,3.66,3.69,99.63,99.95,264.59,264.66,264.67,264.69,100.99
Tokens In Flight (tokens),21114.20,0.00,23067.50,,,,,,20827.75,,22612.68,22836.05,23028.93,1764.05

Metric,Value
Benchmark Duration (sec),1.70
Input Token Throughput (tokens/sec),12032.39
OSL Mismatch Count,1.00
Output Token Throughput (tokens/sec),1487.73
Request Count,20.00
Request Throughput (requests/sec),11.71
Total Input Sequence Length (tokens),20559.00
Total Output Sequence Length (tokens),2542.00
Total Output Tokens (tokens),2542.00
Total Token Throughput (tokens/sec),13520.13
