Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Data Received (KB),55.99,15.34,148.49,1119.77,15.65,16.88,17.61,30.56,53.33,68.86,94.69,116.53,142.09,33.35
HTTP Data Sent (KB),2.25,2.06,2.41,45.09,2.06,2.09,2.17,2.21,2.25,2.30,2.35,2.38,2.40,0.08
HTTP DNS Lookup (ms),0.18,0.00,3.58,3.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,2.90,0.78
HTTP Duration (excl. conn) (ms),1483.05,432.88,3896.53,29660.99,440.34,470.16,488.76,826.98,1411.03,1809.78,2475.76,3042.47,3725.72,865.23
HTTP Receiving (ms),1428.43,378.47,3844.36,28568.68,386.33,417.80,436.51,774.81,1358.11,1758.44,2421.02,2988.83,3673.26,864.03
HTTP Sending (ms),0.67,0.34,6.11,13.46,0.34,0.35,0.35,0.36,0.37,0.38,0.53,0.96,5.08,1.25
HTTP Total Time (ms),1483.48,432.88,3896.53,29669.65,440.34,470.16,488.76,826.98,1411.03,1809.78,2475.76,3042.47,3725.72,865.51
HTTP Waiting (TTFB) (ms),53.94,49.99,83.19,1078.84,50.10,50.55,50.62,51.55,52.17,53.99,54.39,56.18,77.79,6.85
Input Sequence Length (tokens),515.80,515.00,516.00,10316.00,515.00,515.00,515.00,516.00,516.00,516.00,516.00,516.00,516.00,0.40
Inter Chunk Latency (ms),6.03,0.15,19.66,28431.82,0.81,5.65,5.84,5.95,6.03,6.11,6.22,6.42,11.14,1.24
Inter Token Latency (ms),6.02,5.99,6.04,120.34,5.99,6.00,6.00,6.01,6.02,6.03,6.03,6.03,6.04,0.01
OSL Mismatch Diff % (%),-88.43,-96.92,-68.95,-1768.55,-96.86,-96.60,-96.45,-93.71,-89.01,-85.73,-80.39,-75.81,-70.32,6.98
Output Sequence Length (tokens),237.00,63.00,636.00,4740.00,64.33,69.65,72.70,128.75,225.00,292.25,401.60,495.40,607.88,143.00
Output Token Count (tokens),237.00,63.00,636.00,4740.00,64.33,69.65,72.70,128.75,225.00,292.25,401.60,495.40,607.88,143.00
Output Token Throughput Per User (tokens/sec/user),166.19,165.47,167.02,3323.85,165.54,165.80,165.91,165.97,166.07,166.36,166.73,166.77,166.97,0.37
Prefill Throughput Per User (tokens/sec/user),9544.60,5733.03,10215.40,190892.06,6416.56,9150.69,9339.02,9463.68,9776.94,9906.25,10073.28,10103.82,10193.09,913.26
Request Latency (ms),1476.41,426.39,3889.80,29528.16,433.83,463.60,482.42,820.64,1402.37,1803.43,2469.31,3035.88,3719.01,865.18
Time to First Output Token (ms),54.82,50.51,89.83,1096.34,50.62,51.07,51.16,52.09,52.73,54.52,55.25,57.03,83.27,8.16
Time to First Token (ms),54.82,50.51,89.83,1096.34,50.62,51.07,51.16,52.09,52.73,54.52,55.25,57.03,83.27,8.16
Time to Second Token (ms),4.32,2.15,9.35,86.37,2.45,3.66,3.76,3.82,3.89,4.04,4.65,8.43,9.17,1.58
Tokens In Flight (tokens),668.66,0.00,1152.00,,,,,,641.91,,857.00,954.00,1102.69,141.42

Metric,Value
Benchmark Duration (sec),29.81
Input Token Throughput (tokens/sec),345.88
OSL Mismatch Count,20.00
Output Token Throughput (tokens/sec),158.92
Request Count,20.00
Request Throughput (requests/sec),0.67
Total Input Sequence Length (tokens),10316.00
Total Output Sequence Length (tokens),4740.00
Total Output Tokens (tokens),4740.00
Total Token Throughput (tokens/sec),504.80
