Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Data Received (KB),59.61,59.02,60.18,1192.12,59.04,59.09,59.12,59.34,59.63,59.86,60.03,60.13,60.17,0.35
HTTP Data Sent (KB),2.28,2.12,2.44,45.68,2.12,2.13,2.18,2.21,2.27,2.35,2.43,2.43,2.44,0.10
HTTP DNS Lookup (ms),0.68,0.00,3.58,13.67,0.00,0.00,0.00,0.00,0.00,0.00,3.31,3.52,3.57,1.37
HTTP Duration (excl. conn) (ms),1691.53,1678.01,1721.62,33830.59,1678.01,1678.02,1678.41,1683.99,1684.76,1690.75,1721.21,1721.58,1721.61,14.79
HTTP Receiving (ms),1576.69,1567.25,1598.95,31533.72,1567.26,1567.28,1567.36,1569.84,1571.12,1577.49,1596.46,1597.71,1598.70,11.10
HTTP Sending (ms),1.57,0.40,6.35,31.39,0.40,0.41,0.41,0.43,0.46,0.62,5.70,6.04,6.29,2.18
HTTP Total Time (ms),1693.21,1678.01,1730.47,33864.15,1678.01,1678.02,1678.41,1683.99,1684.76,1690.75,1729.29,1730.27,1730.43,18.05
HTTP Waiting (TTFB) (ms),113.27,82.77,148.23,2265.48,83.42,86.00,87.92,107.93,113.21,116.94,148.00,148.22,148.23,18.19
Input Sequence Length (tokens),515.85,515.00,516.00,10317.00,515.00,515.00,515.00,516.00,516.00,516.00,516.00,516.00,516.00,0.36
Inter Chunk Latency (ms),6.25,0.79,32.93,31533.15,1.08,5.74,5.94,6.06,6.15,6.27,6.46,6.93,12.20,1.65
Inter Token Latency (ms),6.24,6.15,6.39,124.74,6.15,6.16,6.16,6.19,6.23,6.28,6.32,6.32,6.37,0.06
OSL Mismatch Diff % (%),-0.86,-2.34,0.00,-17.19,-2.27,-1.97,-1.95,-1.17,-0.78,-0.39,0.00,0.00,0.00,0.66
Output Sequence Length (tokens),253.80,250.00,256.00,5076.00,250.19,250.95,251.00,253.00,254.00,255.00,256.00,256.00,256.00,1.69
Output Token Count (tokens),253.80,250.00,256.00,5076.00,250.19,250.95,251.00,253.00,254.00,255.00,256.00,256.00,256.00,1.69
Output Token Throughput Per User (tokens/sec/user),160.35,156.61,162.70,3206.95,156.92,158.15,158.35,159.23,160.46,161.53,162.37,162.39,162.64,1.59
Prefill Throughput Per User (tokens/sec/user),4612.31,3329.41,6172.67,92246.23,3330.33,3334.02,3341.13,4388.48,4527.16,4744.79,5827.52,5955.64,6129.27,777.61
Request Latency (ms),1691.79,1678.23,1722.08,33835.78,1678.23,1678.26,1678.63,1684.22,1684.97,1690.95,1721.63,1722.03,1722.07,14.88
Time to First Output Token (ms),115.13,83.59,154.98,2302.63,84.20,86.65,88.55,108.75,113.87,117.58,154.44,154.77,154.94,20.02
Time to First Token (ms),115.13,83.59,154.98,2302.63,84.20,86.65,88.55,108.75,113.87,117.58,154.44,154.77,154.94,20.02
Time to Second Token (ms),10.25,2.28,32.93,205.00,2.30,2.40,2.53,3.18,3.29,10.01,32.20,32.25,32.79,12.28
Tokens In Flight (tokens),2519.85,0.00,3077.00,,,,,,2526.72,,2964.77,3019.65,3061.98,351.75

Metric,Value
Benchmark Duration (sec),8.50
Input Token Throughput (tokens/sec),1212.55
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),596.58
Request Count,20.00
Request Throughput (requests/sec),2.35
Total Input Sequence Length (tokens),10317.00
Total Output Sequence Length (tokens),5076.00
Total Output Tokens (tokens),5076.00
Total Token Throughput (tokens/sec),1809.13
