Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Output Token Count (tokens),127.60,125.00,128.00,2552.00,125.00,125.00,126.80,128.00,128.00,128.00,128.00,128.00,128.00,0.92
Output Token Throughput Per User (tokens/sec/user),164.11,160.72,165.14,3282.12,160.74,160.83,163.00,164.27,164.46,164.81,164.96,165.00,165.11,1.20
Prefill Throughput Per User (tokens/sec/user),16768.87,10573.40,18120.25,335377.44,11716.97,16291.25,16673.86,16821.68,17015.90,17281.82,17417.88,17490.49,17994.30,1462.35
Request Latency (ms),833.46,828.92,866.29,16669.18,828.97,829.19,829.27,830.58,831.29,833.54,834.33,836.31,860.30,7.72
Time to First Output Token (ms),62.00,56.73,97.23,1240.09,57.14,58.78,59.02,59.44,60.41,61.11,61.65,63.72,90.52,8.17
Time to First Token (ms),62.00,56.73,97.23,1240.09,57.14,58.78,59.02,59.44,60.41,61.11,61.65,63.72,90.52,8.17
Time to Second Token (ms),4.41,0.72,9.10,88.22,1.30,3.64,3.85,4.13,4.36,4.55,4.93,5.28,8.34,1.37
Tokens In Flight (tokens),1079.34,0.00,1156.00,,,,,,1086.00,,1141.00,1148.00,1153.98,98.29

Metric,Value
Benchmark Duration (sec),16.78
Input Token Throughput (tokens/sec),1224.67
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),152.03
Request Count,20.00
Request Throughput (requests/sec),1.19
Total Input Sequence Length (tokens),20557.00
Total Output Sequence Length (tokens),2552.00
Total Output Tokens (tokens),2552.00
Total Token Throughput (tokens/sec),1376.70
