Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Prefill Throughput Per User (tokens/sec/user),3502.53,1576.61,14520.47,70050.61,1576.78,1577.45,1578.08,1579.38,2456.23,3318.37,6435.22,7766.37,13169.65,3116.02
Request Latency (ms),7704.84,6583.04,7985.19,154096.81,6587.55,6605.62,6608.62,7968.83,7978.55,7984.62,7984.88,7985.09,7985.17,550.98
Time to First Output Token (ms),442.61,70.80,651.67,8852.11,83.70,135.32,160.11,356.92,418.53,650.89,651.40,651.41,651.62,200.91
Time to First Token (ms),442.61,70.80,651.67,8852.11,83.70,135.32,160.11,356.92,418.53,650.89,651.40,651.41,651.62,200.91
Time to Second Token (ms),100.75,1.90,244.45,2015.04,1.90,1.92,2.05,3.70,3.78,233.47,233.54,234.20,242.40,111.47
Tokens In Flight (tokens),15720.92,0.00,31916.90,,,,,,16503.24,,28962.04,30417.95,31610.09,9518.62

Metric,Value
Benchmark Duration (sec),14.61
Input Token Throughput (tokens/sec),1404.80
OSL Mismatch Count,1.00
Output Token Throughput (tokens/sec),1337.29
Request Count,20.00
Request Throughput (requests/sec),1.37
Total Input Sequence Length (tokens),20558.00
Total Output Sequence Length (tokens),19570.00
Total Output Tokens (tokens),19570.00
Total Token Throughput (tokens/sec),2742.09
