Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Time to Second Token (ms),47.51,3.87,247.31,950.23,3.88,3.91,3.99,45.31,45.78,46.13,46.16,56.25,209.10,48.76
Tokens In Flight (tokens),7279.01,0.00,11624.79,,,,,,8065.36,,10557.84,11121.41,11485.63,2863.30

Metric,Value
Benchmark Duration (sec),4.51
Input Token Throughput (tokens/sec),2278.41
OSL Mismatch Count,20.00
Output Token Throughput (tokens/sec),1319.49
Request Count,20.00
Request Throughput (requests/sec),4.42
Total Input Sequence Length (tokens),10319.00
Total Output Sequence Length (tokens),5976.00
Total Output Tokens (tokens),5976.00
Total Token Throughput (tokens/sec),3597.90
