Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Waiting (TTFB) (ms),2554.19,109.76,4796.56,1307742.82,236.41,519.75,796.25,1446.00,2580.29,3672.76,4408.08,4723.98,4774.76,1311.93
Input Sequence Length (tokens),1024.00,1024.00,1024.00,524288.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Inter Chunk Latency (ms),33.68,0.22,902.30,2150080.11,8.52,10.16,12.09,15.75,16.22,16.79,27.44,291.20,300.18,67.54
Inter Token Latency (ms),33.32,15.28,65.79,17061.34,15.90,16.53,18.71,23.79,32.62,42.49,47.42,49.35,51.35,10.39
OSL Mismatch Diff % (%),-0.76,-48.44,0.78,-388.28,-6.16,-3.12,-2.34,0.00,0.00,0.00,0.00,0.00,0.00,3.50
Output Sequence Length (tokens),127.03,66.00,129.00,65039.00,120.11,124.00,125.00,128.00,128.00,128.00,128.00,128.00,128.00,4.48
Output Token Count (tokens),127.03,66.00,129.00,65039.00,120.11,124.00,125.00,128.00,128.00,128.00,128.00,128.00,128.00,4.48
Output Token Throughput Per User (tokens/sec/user),33.53,15.20,65.46,17168.46,19.48,20.26,21.09,23.53,30.65,42.04,53.44,60.51,62.91,11.90
Prefill Throughput Per User (tokens/sec/user),684.67,213.47,9294.91,350552.71,214.42,216.72,232.33,278.77,396.77,708.28,1285.08,1968.12,4322.17,892.49
Request Latency (ms),6754.42,5667.45,7863.46,3458264.25,5946.33,6518.65,6620.03,6709.80,6766.33,6819.78,6837.52,6889.46,7576.54,209.37
Time to First Output Token (ms),2555.05,110.17,4796.99,1308184.14,236.97,520.29,796.84,1446.58,2580.83,3673.30,4408.64,4724.90,4775.66,1312.05
Time to First Token (ms),2555.05,110.17,4796.99,1308184.14,236.97,520.29,796.84,1446.58,2580.83,3673.30,4408.64,4724.90,4775.66,1312.05
Time to Second Token (ms),274.90,6.73,875.72,140749.98,21.09,33.43,256.44,290.64,294.75,298.22,301.10,301.57,309.02,75.10
Tokens In Flight (tokens),133351.59,0.00,146505.96,,,,,,131621.68,,141592.20,143788.16,145800.98,7150.98

Metric,Value
Benchmark Duration (sec),27.14
Input Token Throughput (tokens/sec),19313.65
OSL Mismatch Count,8.00
Output Token Throughput (tokens/sec),2395.90
Request Count,512.00
Request Throughput (requests/sec),18.86
Total Input Sequence Length (tokens),524288.00
Total Output Sequence Length (tokens),65039.00
Total Output Tokens (tokens),65039.00
Total Token Throughput (tokens/sec),21709.55
