Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP DNS Lookup (ms),2.78,0.00,3.75,55.69,0.00,0.00,0.00,3.17,3.40,3.59,3.71,3.73,3.75,1.40
HTTP Duration (excl. conn) (ms),4232.17,2355.13,4720.64,84643.43,2357.65,2367.72,2368.90,4670.95,4693.86,4708.77,4716.70,4720.02,4720.52,932.54
HTTP Receiving (ms),2942.64,1706.70,4449.36,58852.89,1708.27,1714.56,1996.64,2272.34,2877.65,3615.49,3940.92,4202.65,4400.01,802.44
HTTP Sending (ms),4.80,0.26,6.53,96.01,0.31,0.53,0.57,5.07,5.86,6.10,6.39,6.47,6.51,2.19
HTTP Total Time (ms),4238.88,2355.13,4729.33,84777.57,2357.65,2367.72,2368.90,4679.18,4702.42,4716.86,4725.35,4729.15,4729.29,935.90
HTTP Waiting (TTFB) (ms),1284.73,205.45,2442.14,25694.53,206.41,210.26,327.48,651.68,1224.43,1963.71,2295.63,2441.35,2441.98,749.00
Input Sequence Length (tokens),4099.80,4099.00,4100.00,81996.00,4099.00,4099.00,4099.00,4100.00,4100.00,4100.00,4100.00,4100.00,4100.00,0.40
Inter Chunk Latency (ms),11.64,1.01,319.56,58850.88,3.37,6.43,6.69,8.45,8.93,9.14,9.37,10.35,163.09,28.86
Inter Token Latency (ms),11.60,6.69,17.45,232.09,6.70,6.72,7.83,8.99,11.28,14.29,15.64,16.67,17.29,3.18
OSL Mismatch Diff % (%),-0.51,-1.56,0.00,-10.16,-1.49,-1.19,-1.17,-1.17,-0.20,0.00,0.00,0.00,0.00,0.55
Output Sequence Length (tokens),254.70,252.00,256.00,5094.00,252.19,252.95,253.00,253.00,255.50,256.00,256.00,256.00,256.00,1.42
Output Token Count (tokens),254.70,252.00,256.00,5094.00,252.19,252.95,253.00,253.00,255.50,256.00,256.00,256.00,256.00,1.42
Output Token Throughput Per User (tokens/sec/user),93.31,57.31,149.41,1866.19,57.85,60.01,63.97,69.98,88.82,111.24,128.04,148.73,149.27,27.02
Prefill Throughput Per User (tokens/sec/user),5602.53,1674.27,19425.37,112050.59,1674.33,1674.56,1781.16,2080.80,3388.02,6284.88,12753.99,19402.83,19420.86,5277.46
Request Latency (ms),4232.56,2355.24,4721.07,84651.29,2357.78,2367.93,2369.10,4671.40,4694.29,4709.21,4717.13,4720.50,4720.96,932.64
Time to First Output Token (ms),1290.02,211.06,2448.82,25800.41,211.11,211.31,328.24,652.37,1230.86,1970.40,2302.34,2448.41,2448.74,750.49
Time to First Token (ms),1290.02,211.06,2448.82,25800.41,211.11,211.31,328.24,652.37,1230.86,1970.40,2302.34,2448.41,2448.74,750.49
Time to Second Token (ms),220.16,2.18,319.40,4403.11,2.38,3.16,3.44,158.30,282.05,305.64,318.65,319.32,319.38,119.19
Tokens In Flight (tokens),49817.21,0.00,69596.83,,,,,,65609.04,,68349.43,68975.13,69469.48,23552.64

Metric,Value
Benchmark Duration (sec),7.07
Input Token Throughput (tokens/sec),11582.91
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),719.59
Request Count,20.00
Request Throughput (requests/sec),2.83
Total Input Sequence Length (tokens),81996.00
Total Output Sequence Length (tokens),5094.00
Total Output Tokens (tokens),5094.00
Total Token Throughput (tokens/sec),12302.49
