system,workload,concurrency,e2e_ms_avg,e2e_ms_max,e2e_ms_min,e2e_ms_p50,e2e_ms_p90,e2e_ms_p95,e2e_ms_p99,itl_ms_avg,itl_ms_max,itl_ms_min,itl_ms_p50,itl_ms_p90,itl_ms_p95,itl_ms_p99,out_tok_per_s_avg,out_tok_per_s_per_user_avg,out_tok_per_s_per_user_max,out_tok_per_s_per_user_min,out_tok_per_s_per_user_p50,out_tok_per_s_per_user_p90,out_tok_per_s_per_user_p95,out_tok_per_s_per_user_p99,req_per_s_avg,ttft_ms_avg,ttft_ms_max,ttft_ms_min,ttft_ms_p50,ttft_ms_p90,ttft_ms_p95,ttft_ms_p99
h100nvl-co4,summarize,4,2874.4625070999996,2911.198497,2475.0727229999998,2900.258657,2907.6257923000003,2908.8086446999996,2910.72052654,8.634129608280444,12.198941584615385,5.303557497487437,8.948896934974748,11.957965559296483,11.971649442798608,12.15348315625203,268.1724591917049,126.92535242603351,188.55268383038188,81.97432482676558,112.30739607975993,187.63889209650785,188.16776357514993,188.47569977933549,1.376655334659676,1200.6050711999999,1855.7905549999998,488.640095,1205.622518,1838.0575233,1846.1004675999998,1853.85253752
h100nvl-co4,think,1,1194.34554245,3041.9867209999998,253.360978,922.3327595,2478.7047783000003,2744.9434399,2982.5780647799997,4.194579976157257,4.277235206896552,4.152208079365079,4.1890381505952385,4.213789770641627,4.231129289218067,4.268014023360855,226.20892266639103,238.41064022317482,240.83571460920413,233.79588720947928,238.71828467035732,239.25794899090047,239.4406859076318,240.55670886888967,0.827543159562433,52.42473475,79.874234,48.512276,51.365727,52.3049956,55.37496045000002,74.97437928999996
h100nvl-co4,think,16,1388.17275015,3240.019037,528.704291,1325.8560725,2215.0262903000003,2429.4307152500005,3077.9013726499984,14.783190071427162,189.93228449999998,4.518029642633229,5.52689798093682,7.705090958795052,17.25223892674838,155.3962753853494,1168.4550393561317,174.97829495049828,221.33542253989577,5.265034339119951,180.93522554367286,213.7520126523022,216.97594611743577,220.46352725540376,6.135232551095467,374.11576735,522.928183,54.619164,521.305566,522.5684625,522.669251,522.8763966
h100nvl-co4,think,4,1244.8439349999999,3581.884733,363.06280499999997,1094.7329264999998,2103.954497100001,2792.0041445500005,3423.908615309999,4.570175528943481,5.435349857142857,4.2177869999999995,4.543428643170426,4.785669661933276,4.840207338366126,5.31632135338751,754.6001252366823,219.41425393423575,237.09115704515185,183.9807972408347,220.09954909098641,232.27182969358927,232.677905475396,236.20850673120066,2.9505381240925996,82.2418903,183.11549599999998,52.820187999999995,60.2186525,182.8900599,182.98111944999997,183.08862069
h100nvl-conf02,agent,1,6260.3950577,6272.370016999999,6238.171109999999,6261.448437,6268.1468522,6271.203426499999,6272.136698899999,6.084654728046862,6.140936292368682,6.055601892367906,6.083658376799994,6.10817183003134,6.12550161056705,6.137849356008355,162.09017439546946,164.35010399254674,165.136351063688,162.84161769316773,164.37493126632393,165.02810754842497,165.09057789103164,165.12719642915673,0.15913816149965096,69.0281737,85.127945,62.679705999999996,68.1679025,71.9833972,73.91172915,82.88470182999998
h100nvl-conf02,agent,128,8606.23477325,8830.368471,4497.287153,8822.702987499999,8827.303514700001,8828.9205456,8830.07888592,8.177744186555685,8.7653128989899,7.9379136705767355,8.156947155685245,8.487967361952848,8.552237619678024,8.722697843127523,2235.5573681825667,122.37363455663396,125.97768651814326,114.08605848117966,122.60175420451489,125.60557280125813,125.62916689974044,125.9079825944627,2.2565432201297737,528.2942466,720.470362,158.457268,567.3189484999999,708.1078504,719.5001935,720.2763282999999
h100nvl-conf02,agent,16,7600.2472816,7949.345308,6213.349625,7941.616254,7949.276451,7949.3304499999995,7949.342336399999,7.863759883010869,15.536601995753713,6.326453997061704,7.400798286346117,8.20104475272241,12.266035007278324,14.88248859805863,1298.6132382244164,132.73735196800715,158.06643033592687,64.36413832788588,135.1208507608594,155.68160696657003,157.94058696453797,158.0412616616491,1.364734631101273,429.20329105,623.851226,130.474909,389.55067149999996,623.1894585,623.37126985,623.7552347699999
h100nvl-conf02,agent,4,6534.25999035,6662.627868,4959.4815149999995,6635.137588,6647.4313753,6662.4121781,6662.58473002,7.214255156355686,20.83723343097643,6.322679195289499,6.3640857025846325,6.708271593625894,9.320209127959087,18.533828570372947,573.0843659378739,149.33949720160265,158.16080005213874,47.991015856904,157.13178844750487,157.82314145261796,157.9325618389933,158.11515240950965,0.6006544030372852,157.43559269999997,219.817768,67.147391,169.41259499999998,219.62274319999997,219.64738169999998,219.78369074
h100nvl-conf02,agent,64,8901.983439,8911.046429,8885.976128,8904.5141945,8909.2351161,8909.365021149999,8910.71014743,8.166932815695914,8.521441759568203,7.9525027890088325,8.124576855851059,8.34223947315824,8.364927632142605,8.490138934083083,2275.4853870442817,122.4911832515302,125.74657645918738,117.35103380565398,123.0844168170689,125.2945543295401,125.62741913182228,125.72274499371436,2.2392101820943533,610.94215215,807.31534,202.626975,706.816818,805.7891406,805.91908985,807.03608997
h100nvl-conf02,batch,1,828.4646760499999,847.451554,824.967509,827.3249075,829.7540126,839.0666212499999,845.7745674500001,6.066120512262974,6.229539520325203,5.994665377952756,6.03462011023622,6.1800858821428575,6.184286793873403,6.220488975034843,152.57211645771855,164.87037488416112,166.81498248055854,160.52550862504143,165.7105214920796,166.0420494524333,166.15235666153671,166.68245731675418,1.1980535253845195,62.088611,86.12905099999999,58.930240999999995,60.936861,62.579285999999996,64.13550505000002,81.73034180999997
h100nvl-conf02,batch,128,1723.7873952,1730.3371379999999,1710.259629,1726.0925049999998,1730.1153966,1730.1975564,1730.30922168,8.906136150589443,11.980543929133859,7.3870466614173225,8.137904917322835,10.221881384914285,10.382354238856694,11.660905991078423,1465.2833246802763,114.5653747216606,135.37209738000138,83.46866435406456,122.88175081411072,135.29797168577068,135.3211727976447,135.36191246353005,11.483411635425362,596.20976685,792.020089,188.73055,692.6097555,791.8247315,791.9555545499999,792.00718211
