Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Request Latency (ms),8926.50,8910.22,8934.10,178529.94,8912.24,8920.34,8920.96,8921.86,8928.91,8929.67,8933.67,8933.80,8934.04,5.95
Time to First Output Token (ms),626.18,219.06,823.19,12523.66,264.94,448.46,460.61,461.44,722.85,723.40,822.69,822.83,823.12,171.11
Time to First Token (ms),626.18,219.06,823.19,12523.66,264.94,448.46,460.61,461.44,722.85,723.40,822.69,822.83,823.12,171.11
Time to Second Token (ms),144.86,4.23,262.54,2897.19,4.23,4.23,4.25,99.65,100.41,262.38,262.49,262.53,262.54,100.31
Tokens In Flight (tokens),29877.85,0.00,40871.76,,,,,,29991.31,,38748.66,39790.08,40650.60,6589.09

Metric,Value
Benchmark Duration (sec),8.94
Input Token Throughput (tokens/sec),2292.55
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),2269.25
Request Count,20.00
Request Throughput (requests/sec),2.23
Total Input Sequence Length (tokens),20558.00
Total Output Sequence Length (tokens),20349.00
Total Output Tokens (tokens),20349.00
Total Token Throughput (tokens/sec),4561.80
