Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Chunks Received,263.45,2.00,1297.00,134888.00,3.00,10.00,36.10,102.75,197.50,372.00,590.70,684.95,962.90,220.04
HTTP Chunks Sent,1.00,1.00,1.00,512.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.47,0.00,20.96,240.27,0.00,0.00,0.00,0.00,0.00,0.00,1.04,1.64,8.57,1.72
HTTP Connection Overhead (ms),0.56,0.00,20.96,288.90,0.00,0.00,0.00,0.00,0.00,0.00,1.04,1.64,12.64,2.22
HTTP Connection Reused (ratio),0.79,0.00,1.00,404.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.41
HTTP Data Received (KB),62.04,0.82,301.43,31763.56,1.05,2.68,8.81,24.40,46.65,87.47,138.41,161.00,226.35,51.48
HTTP Data Sent (KB),2.23,1.81,2.50,1141.59,1.99,2.08,2.10,2.16,2.24,2.30,2.35,2.39,2.44,0.10
HTTP DNS Lookup (ms),0.09,0.00,4.77,48.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.98,0.62
HTTP Duration (excl. conn) (ms),5956.05,114.21,25343.88,3049496.96,215.17,450.91,1289.72,2744.60,4885.26,8135.16,12463.37,14337.74,18339.26,4287.42
HTTP Receiving (ms),5447.21,14.74,24579.25,2788973.65,54.02,235.00,1048.71,2330.94,4422.62,7551.21,11672.73,13722.64,17453.21,4164.68
HTTP Sending (ms),0.93,0.14,21.39,477.54,0.23,0.35,0.36,0.38,0.41,0.66,1.65,2.39,9.58,1.81
HTTP Total Time (ms),5956.61,114.21,25344.76,3049785.86,215.17,450.91,1289.72,2744.60,4885.26,8135.16,12463.37,14343.44,18340.01,4287.63
HTTP Waiting (TTFB) (ms),507.90,70.79,2509.04,260045.77,84.58,102.67,118.88,156.50,211.44,352.58,1635.28,2191.06,2501.35,650.33
Input Sequence Length (tokens),512.00,512.00,512.00,262144.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),20.75,0.00,311.60,2778860.04,6.18,7.92,9.17,11.51,13.67,22.13,38.73,49.00,102.16,23.00
Inter Token Latency (ms),23.60,9.03,291.35,11965.70,10.75,12.41,14.74,19.98,21.66,22.68,26.53,34.42,106.68,18.78
OSL Mismatch Diff % (%),-86.75,-99.95,-35.94,-44416.46,-99.90,-99.53,-98.19,-94.82,-90.14,-81.19,-70.17,-65.73,-51.44,11.04
Output Sequence Length (tokens),271.34,1.00,1312.00,138927.00,2.00,9.55,37.00,106.00,202.00,385.25,610.90,701.80,994.59,226.17
Output Token Count (tokens),271.34,1.00,1312.00,138927.00,2.00,9.55,37.00,106.00,202.00,385.25,610.90,701.80,994.59,226.17
Output Token Throughput Per User (tokens/sec/user),48.75,3.43,110.77,24714.90,9.38,29.05,37.70,44.10,46.16,50.05,67.84,80.61,93.04,14.02
Prefill Throughput Per User (tokens/sec/user),2374.01,203.86,7007.16,1215494.89,204.53,233.53,312.79,1449.14,2414.76,3260.09,4282.64,4954.18,6010.91,1439.23
Request Latency (ms),5936.52,98.97,25335.48,3039496.48,200.31,428.94,1262.82,2712.68,4830.86,8107.81,12446.55,14292.82,18306.07,4288.58
Time to First Output Token (ms),509.06,73.07,2511.57,260636.44,85.19,103.36,119.55,157.05,212.03,353.31,1636.87,2192.41,2503.29,650.94
Time to First Token (ms),509.06,73.07,2511.57,260636.44,85.19,103.36,119.55,157.05,212.03,353.31,1636.87,2192.41,2503.29,650.94
Time to Second Token (ms),81.56,7.20,310.68,41352.96,7.36,11.70,12.88,16.35,28.96,81.62,291.34,303.60,310.26,103.79
Tokens In Flight (tokens),71829.92,0.00,96496.18,,,,,,85250.00,,94042.58,94571.90,95337.72,28861.20

Metric,Value
Benchmark Duration (sec),29.42
Input Token Throughput (tokens/sec),8903.01
OSL Mismatch Count,512.00
Output Token Throughput (tokens/sec),4718.28
Request Count,512.00
Request Throughput (requests/sec),17.39
Total Input Sequence Length (tokens),262144.00
Total Output Sequence Length (tokens),138927.00
Total Output Tokens (tokens),138927.00
Total Token Throughput (tokens/sec),13621.30


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
