Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Output Token Count (tokens),267.65,2.00,642.00,5353.00,13.97,61.85,72.20,113.50,221.50,421.50,517.50,604.95,634.59,187.99
Output Token Throughput Per User (tokens/sec/user),149.02,111.21,161.71,2980.42,117.48,142.55,144.23,146.72,151.05,154.12,156.63,157.32,160.83,9.84
Prefill Throughput Per User (tokens/sec/user),3184.82,1304.67,13125.29,63696.50,1304.77,1305.15,1306.08,1306.64,1308.38,1779.20,9550.83,9803.10,12460.85,3625.81
Request Latency (ms),2083.48,59.96,4291.37,41669.60,198.65,753.40,851.39,1171.28,1689.88,3172.25,3680.10,4140.99,4261.29,1188.47
Time to First Output Token (ms),314.31,39.31,395.50,6286.23,42.03,52.88,54.03,335.76,394.14,394.76,395.07,395.36,395.47,140.64
Time to First Token (ms),314.31,39.31,395.50,6286.23,42.03,52.88,54.03,335.76,394.14,394.76,395.07,395.36,395.47,140.64
Time to Second Token (ms),15.72,3.73,233.26,314.39,3.73,3.73,3.74,3.75,3.78,4.25,6.40,18.02,190.21,49.92
Tokens In Flight (tokens),5676.03,0.00,9796.93,,,,,,6573.32,,8964.76,9350.40,9707.28,2755.86

Metric,Value
Benchmark Duration (sec),5.01
Input Token Throughput (tokens/sec),2055.14
OSL Mismatch Count,20.00
Output Token Throughput (tokens/sec),1066.21
Request Count,20.00
Request Throughput (requests/sec),3.98
Total Input Sequence Length (tokens),10318.00
Total Output Sequence Length (tokens),5353.00
Total Output Tokens (tokens),5353.00
Total Token Throughput (tokens/sec),3121.35
