Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Connection Overhead (ms),0.38,0.00,7.54,7.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,6.11,1.64
HTTP Connection Reused (ratio),0.95,0.00,1.00,19.00,0.19,0.95,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.22
HTTP Data Received (KB),224.35,128.85,239.76,4487.07,131.71,143.12,160.02,236.29,238.76,238.99,239.51,239.74,239.75,33.82
HTTP Data Sent (KB),4.29,3.79,4.53,85.83,3.84,4.06,4.11,4.20,4.32,4.41,4.52,4.53,4.53,0.17
HTTP DNS Lookup (ms),0.15,0.00,3.08,3.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,2.50,0.67
HTTP Duration (excl. conn) (ms),6266.56,6246.42,6283.69,125331.15,6246.45,6246.56,6256.71,6265.15,6267.75,6270.09,6273.73,6275.64,6282.08,8.31
HTTP Receiving (ms),6200.76,6184.26,6208.68,124015.25,6184.42,6185.08,6189.71,6197.45,6203.13,6206.62,6207.75,6207.97,6208.54,7.59
HTTP Sending (ms),0.68,0.36,5.34,13.52,0.36,0.36,0.36,0.37,0.37,0.43,0.69,0.92,4.46,1.08
HTTP Total Time (ms),6266.93,6246.42,6283.69,125338.69,6246.45,6246.56,6256.71,6265.15,6267.75,6270.09,6275.81,6281.24,6283.20,8.77
HTTP Waiting (TTFB) (ms),65.12,60.21,79.20,1302.38,60.31,60.71,60.96,62.22,62.99,66.14,71.37,78.06,78.97,5.13
Input Sequence Length (tokens),1028.00,1027.00,1029.00,20560.00,1027.19,1027.95,1028.00,1028.00,1028.00,1028.00,1028.00,1028.05,1028.81,0.32
Inter Chunk Latency (ms),6.49,0.15,2240.00,124002.43,0.83,5.76,5.89,5.99,6.06,6.15,6.31,7.42,12.21,21.65
Inter Token Latency (ms),6.71,6.05,11.35,134.22,6.05,6.06,6.07,6.08,6.11,6.16,9.08,10.16,11.11,1.49
OSL Mismatch Diff % (%),-6.58,-46.48,-0.10,-131.54,-45.24,-40.27,-33.17,-1.54,-0.68,-0.46,-0.20,-0.19,-0.12,14.07
Output Sequence Length (tokens),956.65,548.00,1023.00,19133.00,560.73,611.65,684.30,1008.25,1017.00,1019.25,1022.00,1022.05,1022.81,144.03
Output Token Count (tokens),956.65,548.00,1023.00,19133.00,560.73,611.65,684.30,1008.25,1017.00,1019.25,1022.00,1022.05,1022.81,144.03
Output Token Throughput Per User (tokens/sec/user),154.14,88.12,165.26,3082.75,90.19,98.48,110.27,162.29,163.73,164.41,164.79,164.95,165.20,23.25
Prefill Throughput Per User (tokens/sec/user),15679.43,12258.15,16919.85,313588.65,12378.61,12860.44,14287.31,15392.76,16187.31,16381.36,16705.54,16723.84,16880.65,1197.54
Request Latency (ms),6266.13,6246.62,6283.86,125322.61,6246.64,6246.73,6257.00,6264.66,6266.78,6270.25,6274.14,6275.82,6282.25,8.37
Time to First Output Token (ms),66.01,60.76,83.86,1320.18,60.90,61.47,61.54,62.75,63.54,66.79,72.04,79.94,83.08,5.86
Time to First Token (ms),66.01,60.76,83.86,1320.18,60.90,61.47,61.54,62.75,63.54,66.79,72.04,79.94,83.08,5.86
Time to Second Token (ms),2.20,0.50,4.82,44.08,0.50,0.50,0.51,1.44,2.28,3.02,3.37,3.50,4.56,1.15
Tokens In Flight (tokens),1505.45,0.00,2051.00,,,,,,1496.00,,1923.12,1983.94,2032.00,299.37

Metric,Value
Benchmark Duration (sec),125.77
Input Token Throughput (tokens/sec),163.46
OSL Mismatch Count,3.00
Output Token Throughput (tokens/sec),152.12
Request Count,20.00
Request Throughput (requests/sec),0.16
Total Input Sequence Length (tokens),20560.00
Total Output Sequence Length (tokens),19133.00
Total Output Tokens (tokens),19133.00
Total Token Throughput (tokens/sec),315.58
